u_norm,T_norm
0.999994526,0.999995016
0.999994552,0.999938928
0.999995032,0.999996976
0.999995091,0.999933838
0.999995551,0.99999786
0.999995726,0.999929121
0.999996075,0.999997562
0.999996463,0.999924707
0.999996604,0.999996142
0.99999713,0.999993902
0.999997286,0.999920319
0.999997625,0.999991366
0.999998065,0.999989057
0.99999817,0.999915331
0.999998442,0.999987386
0.999998765,0.999986646
0.999999056,0.999986936
0.999999103,0.999909008
0.999999329,0.99998814
0.999999578,0.999990081
0.999999779,0.999992691
0.999999919,0.999996007
1.0,1.0
1.00000008,0.999900939
1.0000011,0.999891228
1.00000214,0.999880298
1.00000281,0.999744296
1.00000319,0.999868593
1.00000425,0.999856449
1.0000053,0.999844132
1.00000634,0.999831945
1.00000735,0.999820201
1.0000083,0.999809057
1.0000092,0.99979843
1.00001004,0.999788085
1.00001019,0.999673271
1.00001084,0.999777823
1.00001158,0.999767587
1.00001227,0.999757416
1.00001293,0.999747361
1.00001357,0.999737445
1.0000142,0.999727687
1.00001482,0.999718141
1.00001543,0.999708837
1.00001596,0.999613849
1.00001603,0.999699645
1.00001663,0.999690362
1.00001722,0.99968094
1.0000178,0.999671509
1.00001835,0.999662238
1.00001886,0.999653227
1.00001935,0.999644471
1.00001981,0.999635972
1.00002027,0.999627831
1.00002038,0.999565359
1.00002071,0.999620156
1.00002114,0.999612908
1.00002156,0.999605812
1.00002198,0.999598397
1.00002237,0.99959022
1.00002275,0.999581036
1.0000231,0.999570832
1.00002344,0.999559704
1.00002364,0.999527329
1.00002376,0.999547715
1.00002404,0.999534933
1.00002431,0.999521591
1.00002458,0.999508131
1.00002486,0.999495025
1.00002519,0.999482613
1.00002555,0.999471147
1.0000259,0.999497947
1.00002594,0.999460846
1.00002635,0.999451811
1.00002678,0.999443965
1.00002721,0.999437341
1.00002738,0.999474946
1.00002763,0.999432278
1.000028,0.999428989
1.00002831,0.999427149
1.00002859,0.999426584
1.0000288,0.999443318
1.00002883,0.999428147
1.00002895,0.999433515
